date,product_id,product_name,category,sales,is_weekend,is_holiday,holiday_name,is_black_friday,is_diwali_season,is_bulk_order,supplier_disruption,disruption_type,disruption_severity,demand_spike,demand_spike_reason,competitor_stockout,price_event,lead_time_days,supply_available,uncertainty
2025-03-02,P1,iPhone 14,Electronics,166,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2041
2025-03-03,P1,iPhone 14,Electronics,371,0,0,,0,0,1,0,,0.0,0,,0,0,8,1.0,0.2737
2025-03-04,P1,iPhone 14,Electronics,248,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2745
2025-03-05,P1,iPhone 14,Electronics,342,0,0,,0,0,0,0,,0.0,0,,0,1,8,1.0,0.2908
2025-03-06,P1,iPhone 14,Electronics,242,0,0,,0,0,0,0,,0.0,0,,0,1,9,1.0,0.2976
2025-03-07,P1,iPhone 14,Electronics,291,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2979
2025-03-08,P1,iPhone 14,Electronics,177,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2953
2025-03-09,P1,iPhone 14,Electronics,173,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2885
2025-03-10,P1,iPhone 14,Electronics,250,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2422
2025-03-11,P1,iPhone 14,Electronics,251,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2418
2025-03-12,P1,iPhone 14,Electronics,270,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1893
2025-03-13,P1,iPhone 14,Electronics,289,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.202
2025-03-14,P1,iPhone 14,Electronics,289,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2008
2025-03-15,P1,iPhone 14,Electronics,186,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1911
2025-03-16,P1,iPhone 14,Electronics,154,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2146
2025-03-17,P1,iPhone 14,Electronics,93,0,1,2025-03-17,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3456
2025-03-18,P1,iPhone 14,Electronics,306,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3621
2025-03-19,P1,iPhone 14,Electronics,270,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3621
2025-03-20,P1,iPhone 14,Electronics,287,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.3613
2025-03-21,P1,iPhone 14,Electronics,285,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3601
2025-03-22,P1,iPhone 14,Electronics,194,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.3558
2025-03-23,P1,iPhone 14,Electronics,170,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3423
2025-03-24,P1,iPhone 14,Electronics,257,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2011
2025-03-25,P1,iPhone 14,Electronics,255,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1844
2025-03-26,P1,iPhone 14,Electronics,270,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1845
2025-03-27,P1,iPhone 14,Electronics,287,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1846
2025-03-28,P1,iPhone 14,Electronics,295,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1902
2025-03-29,P1,iPhone 14,Electronics,197,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1874
2025-03-30,P1,iPhone 14,Electronics,167,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1916
2025-03-31,P1,iPhone 14,Electronics,256,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1916
2025-04-01,P1,iPhone 14,Electronics,259,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1917
2025-04-02,P1,iPhone 14,Electronics,277,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1935
2025-04-03,P1,iPhone 14,Electronics,288,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1941
2025-04-04,P1,iPhone 14,Electronics,294,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1931
2025-04-05,P1,iPhone 14,Electronics,173,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2156
2025-04-06,P1,iPhone 14,Electronics,243,1,0,,0,0,0,0,,0.0,1,competitor_stockout,1,0,5,1.0,0.1584
2025-04-07,P1,iPhone 14,Electronics,610,0,0,,0,0,1,0,,0.0,1,competitor_stockout,1,0,7,1.0,0.4559
2025-04-08,P1,iPhone 14,Electronics,392,0,0,,0,0,0,0,,0.0,1,competitor_stockout,1,0,7,1.0,0.4339
2025-04-09,P1,iPhone 14,Electronics,415,0,0,,0,0,0,0,,0.0,1,competitor_stockout,1,0,9,1.0,0.4143
2025-04-10,P1,iPhone 14,Electronics,292,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4131
2025-04-11,P1,iPhone 14,Electronics,292,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4136
2025-04-12,P1,iPhone 14,Electronics,176,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.4116
2025-04-13,P1,iPhone 14,Electronics,183,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4485
2025-04-14,P1,iPhone 14,Electronics,91,0,1,2025-04-14,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4523
2025-04-15,P1,iPhone 14,Electronics,314,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4288
2025-04-16,P1,iPhone 14,Electronics,280,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3582
2025-04-17,P1,iPhone 14,Electronics,300,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.3608
2025-04-18,P1,iPhone 14,Electronics,117,0,1,2025-04-18,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4305
2025-04-19,P1,iPhone 14,Electronics,239,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.4098
2025-04-20,P1,iPhone 14,Electronics,176,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4138
2025-04-21,P1,iPhone 14,Electronics,254,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2949
2025-04-22,P1,iPhone 14,Electronics,264,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2759
2025-04-23,P1,iPhone 14,Electronics,280,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2763
2025-04-24,P1,iPhone 14,Electronics,304,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2784
2025-04-25,P1,iPhone 14,Electronics,300,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1683
2025-04-26,P1,iPhone 14,Electronics,194,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1974
2025-04-27,P1,iPhone 14,Electronics,188,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1836
2025-04-28,P1,iPhone 14,Electronics,259,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1833
2025-04-29,P1,iPhone 14,Electronics,270,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1835
2025-04-30,P1,iPhone 14,Electronics,284,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1845
2025-05-01,P1,iPhone 14,Electronics,138,0,1,2025-05-01,0,0,0,1,supplier_quality_hold,0.8,0,,0,0,20,0.3,0.2563
2025-05-02,P1,iPhone 14,Electronics,360,0,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,0,17,0.21,0.3038
2025-05-03,P1,iPhone 14,Electronics,200,1,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,0,17,0.39,0.3005
2025-05-04,P1,iPhone 14,Electronics,182,1,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,0,18,0.59,0.3049
2025-05-05,P1,iPhone 14,Electronics,410,0,0,,0,0,1,1,supplier_quality_hold,0.8,0,,0,0,18,0.24,0.3711
2025-05-06,P1,iPhone 14,Electronics,275,0,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,0,20,0.39,0.3703
2025-05-07,P1,iPhone 14,Electronics,366,0,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,1,18,0.25,0.3813
2025-05-08,P1,iPhone 14,Electronics,254,0,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,1,16,0.44,0.3
2025-05-09,P1,iPhone 14,Electronics,304,0,0,,0,0,0,1,supplier_quality_hold,0.8,0,,0,0,19,0.31,0.2918
2025-05-10,P1,iPhone 14,Electronics,176,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.3114
2025-05-11,P1,iPhone 14,Electronics,186,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.3085
2025-05-12,P1,iPhone 14,Electronics,266,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2521
2025-05-13,P1,iPhone 14,Electronics,267,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2524
2025-05-14,P1,iPhone 14,Electronics,287,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1978
2025-05-15,P1,iPhone 14,Electronics,299,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.207
2025-05-16,P1,iPhone 14,Electronics,311,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2103
2025-05-17,P1,iPhone 14,Electronics,190,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1958
2025-05-18,P1,iPhone 14,Electronics,188,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1934
2025-05-19,P1,iPhone 14,Electronics,270,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1935
2025-05-20,P1,iPhone 14,Electronics,268,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1935
2025-05-21,P1,iPhone 14,Electronics,289,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1938
2025-05-22,P1,iPhone 14,Electronics,308,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.1976
2025-05-23,P1,iPhone 14,Electronics,303,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1939
2025-05-24,P1,iPhone 14,Electronics,182,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2013
2025-05-25,P1,iPhone 14,Electronics,178,1,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2117
2025-05-26,P1,iPhone 14,Electronics,272,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2118
2025-05-27,P1,iPhone 14,Electronics,270,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2118
2025-05-28,P1,iPhone 14,Electronics,286,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2112
2025-05-29,P1,iPhone 14,Electronics,307,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.211
2025-05-30,P1,iPhone 14,Electronics,311,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2145
2025-05-31,P1,iPhone 14,Electronics,190,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2073
2025-06-01,P1,iPhone 14,Electronics,177,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2089
2025-06-02,P1,iPhone 14,Electronics,386,0,0,,0,0,1,0,,0.0,0,,0,0,8,1.0,0.2638
2025-06-03,P1,iPhone 14,Electronics,277,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2629
2025-06-04,P1,iPhone 14,Electronics,293,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2626
2025-06-05,P1,iPhone 14,Electronics,306,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2625
2025-06-06,P1,iPhone 14,Electronics,317,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2636
2025-06-07,P1,iPhone 14,Electronics,182,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2704
2025-06-08,P1,iPhone 14,Electronics,196,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2533
2025-06-09,P1,iPhone 14,Electronics,276,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2019
2025-06-10,P1,iPhone 14,Electronics,275,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2019
2025-06-11,P1,iPhone 14,Electronics,296,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2027
2025-06-12,P1,iPhone 14,Electronics,313,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2058
2025-06-13,P1,iPhone 14,Electronics,311,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.203
2025-06-14,P1,iPhone 14,Electronics,199,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1862
2025-06-15,P1,iPhone 14,Electronics,196,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1862
2025-06-16,P1,iPhone 14,Electronics,278,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1862
2025-06-17,P1,iPhone 14,Electronics,285,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1868
2025-06-18,P1,iPhone 14,Electronics,295,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1865
2025-06-19,P1,iPhone 14,Electronics,309,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1849
2025-06-20,P1,iPhone 14,Electronics,313,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.1856
2025-06-21,P1,iPhone 14,Electronics,188,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.1966
2025-06-22,P1,iPhone 14,Electronics,182,1,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2105
2025-06-23,P1,iPhone 14,Electronics,279,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2106
2025-06-24,P1,iPhone 14,Electronics,282,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2102
2025-06-25,P1,iPhone 14,Electronics,300,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2116
2025-06-26,P1,iPhone 14,Electronics,314,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2133
2025-06-27,P1,iPhone 14,Electronics,322,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2173
2025-06-28,P1,iPhone 14,Electronics,187,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2178
2025-06-29,P1,iPhone 14,Electronics,202,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.1989
2025-06-30,P1,iPhone 14,Electronics,591,0,0,,0,0,0,0,,0.0,1,news_event_demand,0,0,7,1.0,0.4244
2025-07-01,P1,iPhone 14,Electronics,591,0,0,,0,0,0,0,,0.0,1,news_event_demand,0,0,8,1.0,0.4679
2025-07-02,P1,iPhone 14,Electronics,296,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4693
2025-07-03,P1,iPhone 14,Electronics,317,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.4682
2025-07-04,P1,iPhone 14,Electronics,319,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.4691
2025-07-05,P1,iPhone 14,Electronics,188,1,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.4685
2025-07-06,P1,iPhone 14,Electronics,189,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.4764
2025-07-07,P1,iPhone 14,Electronics,397,0,0,,0,0,1,0,,0.0,0,,0,0,8,1.0,0.4191
2025-07-08,P1,iPhone 14,Electronics,283,0,0,,0,0,0,0,,0.0,0,,0,0,6,1.0,0.2624
2025-07-09,P1,iPhone 14,Electronics,386,0,0,,0,0,0,0,,0.0,0,,0,1,9,1.0,0.2831
2025-07-10,P1,iPhone 14,Electronics,269,0,0,,0,0,0,0,,0.0,0,,0,1,6,1.0,0.2901
2025-07-11,P1,iPhone 14,Electronics,324,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.2905
2025-07-12,P1,iPhone 14,Electronics,195,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2851
2025-07-13,P1,iPhone 14,Electronics,174,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2984
2025-07-14,P1,iPhone 14,Electronics,284,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2648
2025-07-15,P1,iPhone 14,Electronics,289,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.2646
2025-07-16,P1,iPhone 14,Electronics,301,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2135
2025-07-17,P1,iPhone 14,Electronics,320,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2232
2025-07-18,P1,iPhone 14,Electronics,324,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.223
2025-07-19,P1,iPhone 14,Electronics,215,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2063
2025-07-20,P1,iPhone 14,Electronics,200,1,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,15,0.52,0.1779
2025-07-21,P1,iPhone 14,Electronics,287,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,12,0.66,0.178
2025-07-22,P1,iPhone 14,Electronics,293,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,15,0.56,0.1783
2025-07-23,P1,iPhone 14,Electronics,308,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,14,0.54,0.1801
2025-07-24,P1,iPhone 14,Electronics,317,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,15,0.55,0.1791
2025-07-25,P1,iPhone 14,Electronics,323,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,16,0.71,0.1786
2025-07-26,P1,iPhone 14,Electronics,195,1,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,13,0.69,0.1968
2025-07-27,P1,iPhone 14,Electronics,207,1,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,13,0.67,0.1905
2025-07-28,P1,iPhone 14,Electronics,289,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,14,0.65,0.1905
2025-07-29,P1,iPhone 14,Electronics,303,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,12,0.59,0.192
2025-07-30,P1,iPhone 14,Electronics,309,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,12,0.56,0.1921
2025-07-31,P1,iPhone 14,Electronics,327,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,12,0.69,0.1957
2025-08-01,P1,iPhone 14,Electronics,330,0,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,13,0.65,0.1988
2025-08-02,P1,iPhone 14,Electronics,208,1,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,14,0.52,0.1865
2025-08-03,P1,iPhone 14,Electronics,195,1,0,,0,0,0,1,raw_material_shortage,0.5,0,,0,0,14,0.64,0.1975
2025-08-04,P1,iPhone 14,Electronics,445,0,0,,0,0,1,1,raw_material_shortage,0.5,0,,0,0,15,0.67,0.2762
2025-08-05,P1,iPhone 14,Electronics,291,0,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2781
2025-08-06,P1,iPhone 14,Electronics,308,0,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2781
2025-08-07,P1,iPhone 14,Electronics,324,0,0,,0,0,0,0,,0.0,0,,0,0,8,1.0,0.278
2025-08-08,P1,iPhone 14,Electronics,329,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.278
2025-08-09,P1,iPhone 14,Electronics,221,1,0,,0,0,0,0,,0.0,0,,0,0,5,1.0,0.2691
2025-08-10,P1,iPhone 14,Electronics,187,1,0,,0,0,0,0,,0.0,0,,0,0,9,1.0,0.2766
2025-08-11,P1,iPhone 14,Electronics,293,0,0,,0,0,0,0,,0.0,0,,0,0,7,1.0,0.1941
